age,job,marital,education,default,balance,housing,loan,last_contact_duration,campaign_contacs,passed _days,previous_contacts ,previous_marketing_outcome,successful_marketing
38,technician,single,secondary,no,311,yes,no,61,2,,0,unknown,0
55,housemaid,married,secondary,no,139,no,no,256,2,,0,unknown,0
47,management,single,tertiary,no,0,no,no,58,3,,0,unknown,0
51,housemaid,married,primary,no,492,yes,no,142,3,,0,unknown,0
46,management,single,tertiary,no,334,yes,no,36,6,90,2,other,0
61,management,married,tertiary,no,997,no,no,106,1,,0,unknown,1
47,management,single,tertiary,no,440,no,no,71,4,,0,unknown,0
34,technician,married,secondary,no,47,no,no,132,6,,0,unknown,0
34,blue-collar,married,secondary,no,1298,yes,no,120,1,,0,unknown,0
41,management,divorced,tertiary,no,3355,no,no,181,2,500,1,failure,0
36,blue-collar,divorced,secondary,no,-11,no,no,152,2,,0,unknown,0
26,blue-collar,single,secondary,no,396,yes,no,302,1,,0,unknown,0
35,management,married,tertiary,no,8,no,no,93,3,,0,unknown,1
36,blue-collar,married,secondary,no,1409,no,no,235,2,,0,unknown,0
26,management,single,tertiary,no,170,no,no,129,1,,0,unknown,1
58,management,married,primary,no,2769,yes,no,94,2,,0,unknown,0
50,blue-collar,married,secondary,no,2320,yes,no,310,1,,0,unknown,0
61,retired,married,secondary,no,76,yes,no,195,7,,0,unknown,0
28,technician,single,secondary,no,2034,yes,no,196,1,,0,unknown,0
49,blue-collar,single,primary,no,3018,yes,no,93,1,,0,unknown,0
74,retired,married,secondary,no,921,no,no,394,2,,0,unknown,1
53,blue-collar,married,secondary,no,483,yes,no,288,3,,0,unknown,0
46,self-employed,married,secondary,no,390,yes,no,208,2,,0,unknown,0
47,management,married,tertiary,no,0,no,no,508,1,,0,unknown,1
42,blue-collar,single,primary,no,92,no,no,86,2,,0,unknown,0
56,services,married,secondary,no,22196,yes,no,189,1,,0,unknown,0
42,technician,married,secondary,no,2,no,no,249,2,,0,unknown,0
49,housemaid,married,primary,no,249,yes,no,450,1,,0,unknown,0
43,unemployed,single,unknown,no,3274,yes,no,680,1,95,1,failure,0
39,services,married,secondary,no,5731,yes,no,175,2,,0,unknown,0
66,retired,married,primary,no,206,no,no,479,1,,0,unknown,1
30,technician,single,tertiary,no,2325,no,no,270,3,241,4,other,0
38,management,single,tertiary,no,0,no,no,164,1,,0,unknown,0
31,blue-collar,married,secondary,no,1664,yes,no,158,1,182,1,success,0
32,technician,married,secondary,no,3333,no,no,50,4,,0,unknown,0
48,technician,married,secondary,no,7020,no,no,80,2,,0,unknown,0
34,admin.,married,tertiary,no,37,no,no,45,1,,0,unknown,0
28,student,single,secondary,no,28,no,no,220,2,,0,unknown,0
40,admin.,single,secondary,no,1670,yes,no,161,2,,0,unknown,0
36,entrepreneur,married,secondary,no,134,no,no,98,1,,0,unknown,0
52,retired,married,secondary,no,603,no,yes,79,1,,0,unknown,0
46,admin.,married,primary,no,276,yes,yes,157,2,,0,unknown,0
25,technician,single,secondary,no,2157,yes,no,339,1,,0,unknown,0
52,blue-collar,married,secondary,no,161,yes,no,274,2,,0,unknown,0
40,blue-collar,married,primary,no,3658,yes,no,977,1,,0,unknown,0
26,management,divorced,tertiary,yes,-402,no,yes,127,2,,0,unknown,0
26,blue-collar,single,primary,no,3342,yes,no,329,4,,0,unknown,0
35,self-employed,single,secondary,no,1732,no,no,1441,3,,0,unknown,0
40,admin.,single,secondary,no,263,yes,no,231,1,,0,unknown,0
31,management,married,tertiary,no,623,yes,no,96,2,349,5,failure,0
32,admin.,married,secondary,no,3540,yes,no,213,1,178,1,failure,0
33,admin.,married,secondary,no,95,yes,no,335,1,,0,unknown,1
53,services,divorced,secondary,no,765,yes,no,959,3,174,7,other,1
46,technician,divorced,secondary,no,-824,yes,no,429,3,,0,unknown,1
28,management,single,tertiary,no,5549,no,no,383,6,,0,unknown,0
31,blue-collar,married,secondary,no,191,yes,no,40,1,,0,unknown,0
44,blue-collar,married,primary,no,420,yes,no,110,2,,0,unknown,0
35,admin.,married,secondary,no,0,no,no,326,1,,0,unknown,0
50,technician,divorced,unknown,no,2706,yes,no,179,3,,0,unknown,0
32,technician,married,secondary,yes,4,yes,yes,132,8,,0,unknown,0
51,admin.,married,secondary,no,423,yes,yes,95,1,,0,unknown,0
51,management,married,tertiary,no,-892,yes,yes,248,2,,0,unknown,0
31,blue-collar,married,unknown,no,-120,yes,no,100,3,201,2,failure,0
41,admin.,divorced,secondary,no,-365,yes,no,226,10,,0,unknown,0
57,technician,married,tertiary,no,27069,no,yes,174,3,,0,unknown,0
34,management,single,tertiary,no,8038,yes,no,29,3,152,1,failure,0
47,technician,married,secondary,no,-938,yes,no,176,2,,0,unknown,0
47,admin.,divorced,secondary,no,1139,yes,no,106,2,,0,unknown,0
36,self-employed,married,secondary,no,189,yes,no,136,1,120,1,failure,0
29,housemaid,single,tertiary,no,19,no,no,110,2,64,2,success,1
39,technician,married,secondary,no,3663,no,no,230,3,,0,unknown,0
53,blue-collar,single,unknown,no,0,no,no,140,7,,0,unknown,0
47,blue-collar,married,secondary,yes,-614,yes,no,118,2,,0,unknown,0
51,technician,divorced,secondary,no,2323,yes,yes,151,10,,0,unknown,0
48,blue-collar,married,secondary,no,425,yes,no,693,2,,0,unknown,0
32,technician,married,secondary,no,5122,no,no,31,1,,0,unknown,0
36,management,divorced,tertiary,no,608,no,no,125,2,,0,unknown,0
50,unknown,married,primary,no,341,yes,yes,670,4,340,2,success,1
39,admin.,married,secondary,no,607,yes,no,454,2,364,3,failure,1
31,blue-collar,married,secondary,no,1495,yes,yes,159,3,,0,unknown,0
49,admin.,married,secondary,no,381,no,no,504,2,,0,unknown,0
33,unemployed,divorced,secondary,no,385,no,no,29,28,,0,unknown,0
26,management,single,tertiary,no,1274,yes,no,190,1,84,1,failure,0
27,blue-collar,married,secondary,no,362,yes,no,332,2,,0,unknown,0
51,blue-collar,married,primary,no,377,yes,no,143,4,272,1,failure,0
26,admin.,single,secondary,no,802,no,no,77,1,2,2,other,0
45,admin.,married,secondary,no,194,no,no,517,4,,0,unknown,0
54,technician,married,secondary,no,-315,no,yes,2029,1,,0,unknown,1
49,technician,married,tertiary,no,1843,yes,no,269,1,,0,unknown,0
47,technician,married,secondary,no,-9,no,no,457,2,,0,unknown,0
42,housemaid,married,primary,no,83,no,yes,184,1,,0,unknown,0
50,entrepreneur,married,tertiary,no,433,yes,no,47,4,,0,unknown,0
37,admin.,married,secondary,no,-107,yes,no,158,2,,0,unknown,0
54,blue-collar,married,primary,no,4503,no,no,168,3,,0,unknown,0
40,services,married,secondary,no,51,yes,no,50,1,,0,unknown,0
50,services,married,secondary,no,961,no,yes,757,4,,0,unknown,0
57,retired,married,secondary,no,49,yes,yes,93,4,,0,unknown,0
33,technician,married,secondary,no,3470,no,no,285,2,,0,unknown,0
49,technician,married,secondary,no,-147,yes,no,390,1,,0,unknown,0
35,services,married,secondary,no,0,yes,no,146,2,,0,unknown,0
28,blue-collar,single,secondary,no,0,yes,no,386,1,,0,unknown,0
58,management,married,tertiary,no,172,no,no,145,7,,0,unknown,0
31,admin.,single,secondary,no,-407,no,yes,230,1,,0,unknown,0
36,management,divorced,tertiary,no,649,no,no,237,2,91,1,failure,0
49,blue-collar,single,primary,no,1040,no,no,474,2,,0,unknown,0
30,unemployed,married,secondary,no,142,yes,no,350,4,,0,unknown,0
29,services,single,secondary,no,209,yes,no,487,7,,0,unknown,0
50,management,married,unknown,no,3304,no,no,1009,2,,0,unknown,0
26,student,single,tertiary,no,294,no,no,87,1,91,2,success,1
27,housemaid,married,secondary,no,4848,yes,yes,82,3,,0,unknown,0
32,blue-collar,single,secondary,no,1670,yes,no,183,1,,0,unknown,0
62,unknown,married,secondary,no,367,no,no,139,5,,0,unknown,0
34,blue-collar,single,secondary,no,13683,yes,no,115,3,,0,unknown,0
25,admin.,single,tertiary,no,1420,no,no,124,2,,0,unknown,0
34,management,single,tertiary,no,340,yes,no,633,28,,0,unknown,0
44,technician,single,secondary,no,1679,no,no,718,1,,0,unknown,1
38,management,married,tertiary,no,1198,yes,no,63,1,,0,unknown,0
57,admin.,married,secondary,no,169,no,no,180,1,106,2,failure,0
36,self-employed,married,tertiary,no,506,no,no,47,1,120,1,failure,0
41,entrepreneur,married,secondary,no,1249,yes,no,391,1,,0,unknown,0
36,management,single,tertiary,no,678,no,yes,85,3,,0,unknown,0
27,management,single,tertiary,no,212,yes,no,373,1,,0,unknown,0
37,technician,divorced,secondary,no,23,no,no,289,2,,0,unknown,0
47,management,single,tertiary,no,4402,no,no,805,1,190,1,other,1
31,services,divorced,primary,no,459,yes,no,623,1,293,1,success,1
39,self-employed,married,secondary,no,4722,yes,no,483,1,,0,unknown,0
35,admin.,divorced,tertiary,no,1555,yes,no,26,2,,0,unknown,0
40,blue-collar,married,secondary,no,61,yes,no,112,3,,0,unknown,0
38,management,single,tertiary,no,0,yes,no,213,2,,0,unknown,0
31,technician,married,secondary,no,3706,yes,no,129,1,,0,unknown,0
36,blue-collar,married,primary,no,1177,no,no,330,1,311,4,success,1
53,management,married,primary,no,2096,no,no,104,1,,0,unknown,0
59,blue-collar,married,primary,no,748,no,no,184,1,,0,unknown,0
29,management,single,tertiary,no,3357,no,no,120,3,,0,unknown,0
30,admin.,single,secondary,no,3809,yes,no,159,4,,0,unknown,0
52,admin.,married,secondary,no,395,yes,no,391,3,,0,unknown,0
55,blue-collar,married,secondary,no,1011,yes,no,112,2,,0,unknown,0
56,blue-collar,married,primary,no,420,yes,no,76,1,,0,unknown,0
32,admin.,married,secondary,no,76,yes,no,189,2,,0,unknown,0
24,blue-collar,married,secondary,no,0,no,no,94,1,,0,unknown,0
51,blue-collar,married,primary,no,844,yes,no,184,3,,0,unknown,0
36,management,married,tertiary,no,1318,yes,no,100,2,,0,unknown,0
36,technician,married,tertiary,no,167,yes,no,57,1,,0,unknown,0
42,management,married,tertiary,no,2187,yes,no,525,3,,0,unknown,1
49,admin.,married,secondary,no,14440,yes,no,60,1,,0,unknown,0
48,management,married,secondary,no,2294,yes,no,251,11,,0,unknown,0
36,management,married,secondary,no,80,yes,no,251,3,,0,unknown,0
48,management,married,primary,no,2537,no,no,219,6,,0,unknown,0
30,technician,married,tertiary,no,569,no,no,976,12,,0,unknown,1
27,management,single,tertiary,yes,0,no,yes,46,1,,0,unknown,0
38,entrepreneur,married,tertiary,no,0,yes,no,185,3,,0,unknown,0
36,technician,single,secondary,yes,12,no,no,587,2,,0,unknown,1
45,technician,married,secondary,no,49,no,no,65,2,,0,unknown,0
44,housemaid,married,tertiary,no,460,no,no,491,1,,0,unknown,0
42,technician,married,secondary,no,613,yes,no,432,2,,0,unknown,0
37,entrepreneur,married,tertiary,no,7944,no,no,102,1,,0,unknown,0
48,blue-collar,married,secondary,no,1143,yes,no,264,1,317,1,failure,0
57,retired,married,primary,no,-464,yes,no,75,1,190,6,failure,0
44,services,married,secondary,no,1989,yes,yes,106,2,,0,unknown,0
48,technician,married,secondary,no,17,yes,yes,81,1,,0,unknown,0
56,retired,married,primary,no,-1,no,no,89,23,,0,unknown,0
37,management,married,tertiary,no,1698,yes,no,95,2,,0,unknown,0
47,blue-collar,married,secondary,no,5306,yes,no,322,1,,0,unknown,0
54,housemaid,married,unknown,no,0,no,no,94,5,145,3,other,0
51,retired,divorced,secondary,no,1679,no,no,417,1,365,9,other,1
47,admin.,married,secondary,no,3676,no,no,567,1,95,3,success,1
25,management,married,tertiary,no,-242,yes,yes,600,4,332,4,other,1
39,services,single,secondary,no,471,no,no,5,1,,0,unknown,0
40,management,married,tertiary,no,8902,yes,no,464,5,,0,unknown,0
38,management,single,tertiary,no,1704,no,no,222,1,,0,unknown,0
34,management,married,tertiary,no,3050,yes,no,469,1,,0,unknown,1
53,housemaid,married,primary,no,2581,no,no,99,1,,0,unknown,0
32,services,married,secondary,no,162,yes,no,297,2,,0,unknown,0
35,blue-collar,married,secondary,no,243,yes,no,41,3,,0,unknown,0
24,student,single,secondary,no,1847,no,no,390,1,,0,unknown,0
58,blue-collar,married,primary,no,0,yes,no,535,2,,0,unknown,0
49,management,married,primary,no,3371,no,no,269,2,,0,unknown,1
45,services,single,secondary,no,1757,yes,no,1010,3,326,1,other,0
55,management,married,tertiary,no,171,yes,no,73,6,,0,unknown,0
42,entrepreneur,married,tertiary,no,157,yes,yes,650,1,,0,unknown,0
28,admin.,married,secondary,no,934,yes,no,53,2,,0,unknown,0
48,blue-collar,married,secondary,no,-19,no,yes,270,1,,0,unknown,0
51,management,single,tertiary,yes,-55,yes,no,119,6,,0,unknown,0
38,housemaid,married,primary,no,21,no,no,634,2,,0,unknown,0
27,blue-collar,single,secondary,no,14,no,no,72,2,,0,unknown,0
50,technician,single,secondary,no,246,yes,no,270,1,123,2,failure,0
44,blue-collar,married,primary,no,887,yes,no,165,2,363,1,failure,0
40,management,married,tertiary,no,51,no,no,164,2,,0,unknown,0
29,services,single,secondary,no,-287,yes,no,196,1,,0,unknown,0
34,services,married,secondary,no,0,yes,no,78,4,,0,unknown,0
44,self-employed,single,tertiary,no,2734,yes,no,897,4,,0,unknown,1
50,entrepreneur,married,tertiary,no,52,no,no,22,8,,0,unknown,0
34,management,married,tertiary,no,2594,yes,no,161,3,,0,unknown,0
54,retired,divorced,primary,no,22,no,no,23,4,,0,unknown,0
34,technician,married,tertiary,no,1611,yes,no,490,2,,0,unknown,0
34,admin.,single,tertiary,no,18,yes,yes,359,1,,0,unknown,1
52,blue-collar,married,primary,no,1331,yes,no,213,2,,0,unknown,0
60,unknown,married,unknown,no,7337,no,no,122,1,,0,unknown,0
39,management,single,secondary,no,835,yes,no,587,4,,0,unknown,0
58,retired,married,primary,no,5092,no,no,199,6,,0,unknown,0
41,technician,divorced,secondary,no,52,no,no,261,2,,0,unknown,0
48,technician,married,secondary,no,10655,no,no,5,3,,0,unknown,0
58,management,married,tertiary,no,1831,no,no,1531,1,,0,unknown,0
40,self-employed,married,primary,no,92,yes,no,92,1,,0,unknown,0
48,management,married,tertiary,no,586,yes,yes,179,2,,0,unknown,0
52,blue-collar,divorced,primary,no,1758,yes,no,41,1,,0,unknown,0
50,self-employed,married,secondary,no,2061,yes,yes,197,2,244,3,failure,0
25,technician,single,secondary,no,959,no,no,144,5,,0,unknown,0
54,retired,married,primary,no,208,no,no,255,1,,0,unknown,0
34,services,married,secondary,no,-315,yes,no,56,2,,0,unknown,0
48,management,married,tertiary,yes,-13,yes,no,20,6,291,2,other,0
37,admin.,married,tertiary,no,801,no,no,331,7,,0,unknown,0
66,retired,married,tertiary,no,1948,no,no,216,1,91,4,success,1
32,management,single,tertiary,no,751,yes,no,64,1,,0,unknown,0
45,blue-collar,married,secondary,no,784,yes,yes,34,1,,0,unknown,0
43,blue-collar,single,secondary,no,24,no,no,68,1,363,1,failure,0
41,management,married,tertiary,no,72,yes,no,764,3,,0,unknown,0
40,technician,divorced,tertiary,no,1871,yes,no,64,1,,0,unknown,0
44,services,single,secondary,no,1378,yes,no,257,2,,0,unknown,0
43,blue-collar,married,primary,no,188,yes,no,58,3,347,5,failure,0
30,unknown,single,tertiary,no,6836,no,no,30,3,,0,unknown,0
32,services,married,secondary,no,61,yes,no,529,5,,0,unknown,0
57,admin.,married,secondary,no,-967,yes,no,8,7,,0,unknown,0
31,blue-collar,single,tertiary,no,462,yes,yes,147,1,,0,unknown,0
49,unknown,married,secondary,no,0,no,no,173,2,,0,unknown,0
31,admin.,single,secondary,no,5527,yes,no,132,1,,0,unknown,0
41,admin.,married,tertiary,no,1287,no,no,286,1,,0,unknown,0
44,management,married,tertiary,no,17361,no,no,476,1,,0,unknown,0
54,entrepreneur,married,unknown,no,1956,no,no,221,5,,0,unknown,0
37,blue-collar,divorced,secondary,no,0,yes,no,146,4,,0,unknown,1
34,management,married,secondary,no,-294,yes,no,532,2,,0,unknown,0
43,technician,married,secondary,no,275,no,no,69,6,,0,unknown,0
44,management,married,tertiary,no,724,yes,no,157,2,172,1,failure,0
44,services,married,secondary,no,27,no,no,485,1,,0,unknown,0
53,admin.,divorced,secondary,no,26,yes,no,56,1,359,1,failure,0
36,technician,married,secondary,no,191,no,no,69,1,,0,unknown,0
58,technician,divorced,secondary,no,-123,no,no,131,2,,0,unknown,0
26,student,single,secondary,no,-147,no,no,95,2,,0,unknown,0
34,technician,single,secondary,no,179,no,no,294,3,,0,unknown,0
55,blue-collar,married,primary,no,1086,yes,no,146,1,272,2,failure,0
55,blue-collar,married,secondary,no,471,yes,no,58,2,,0,unknown,0
34,entrepreneur,married,tertiary,no,105,yes,no,249,2,,0,unknown,0
41,entrepreneur,divorced,secondary,no,1588,yes,yes,10,8,,0,unknown,0
38,housemaid,divorced,secondary,no,70,no,no,255,3,148,1,success,1
28,blue-collar,single,secondary,no,2700,no,no,337,4,,0,unknown,0
41,technician,married,secondary,no,1602,yes,no,142,1,,0,unknown,0
30,admin.,married,tertiary,no,0,yes,no,209,2,,0,unknown,0
39,technician,married,unknown,no,839,no,no,825,2,,0,unknown,0
41,admin.,married,secondary,no,21515,yes,no,87,1,,0,unknown,0
36,technician,married,secondary,no,5902,yes,no,219,4,,0,unknown,0
37,management,married,tertiary,no,547,yes,yes,143,1,,0,unknown,0
59,self-employed,married,tertiary,no,3800,no,yes,70,1,,0,unknown,0
26,technician,single,secondary,no,261,yes,no,371,2,,0,unknown,0
43,technician,married,secondary,no,0,yes,yes,539,8,204,5,failure,0
42,management,married,secondary,yes,-34,no,no,176,1,,0,unknown,0
46,blue-collar,married,unknown,no,9328,yes,no,725,3,,0,unknown,1
31,admin.,married,secondary,no,5,yes,yes,101,7,,0,unknown,0
43,unemployed,married,secondary,no,3529,no,no,169,2,,0,unknown,0
48,blue-collar,single,tertiary,no,2330,yes,no,15,1,,0,unknown,0
41,blue-collar,married,secondary,no,1334,yes,no,234,5,,0,unknown,0
32,self-employed,married,tertiary,no,3601,no,no,171,15,,0,unknown,0
45,technician,married,tertiary,no,265,no,no,14,3,,0,unknown,0
52,admin.,single,unknown,no,2227,no,no,242,2,,0,unknown,1
37,self-employed,married,secondary,no,487,no,yes,155,15,,0,unknown,0
38,blue-collar,divorced,secondary,no,0,yes,no,580,1,173,1,failure,0
36,services,single,secondary,no,174,yes,no,223,2,,0,unknown,0
58,retired,married,secondary,no,14412,no,no,297,1,,0,unknown,0
37,management,married,tertiary,no,3288,no,no,124,2,,0,unknown,0
30,technician,single,secondary,no,57,no,no,465,2,,0,unknown,0
47,technician,married,secondary,no,2246,yes,no,330,1,,0,unknown,0
40,technician,married,secondary,no,4441,yes,no,153,2,183,2,failure,0
42,management,divorced,tertiary,no,0,no,no,131,2,,0,unknown,0
71,unknown,married,tertiary,no,353,no,no,208,1,93,2,failure,0
54,blue-collar,married,secondary,no,448,yes,yes,98,1,,0,unknown,0
53,entrepreneur,married,primary,no,27,yes,no,230,3,,0,unknown,1
33,blue-collar,divorced,secondary,no,474,no,no,400,2,,0,unknown,0
30,technician,single,tertiary,no,1185,yes,no,284,1,339,1,failure,0
39,services,divorced,secondary,no,282,yes,no,243,1,,0,unknown,0
32,blue-collar,married,secondary,no,2,yes,no,16,9,309,1,failure,0
34,technician,single,secondary,no,60,no,no,274,2,,0,unknown,0
39,self-employed,single,tertiary,no,3972,no,no,122,3,,0,unknown,0
75,retired,married,secondary,no,26452,no,no,219,2,,0,unknown,0
33,admin.,divorced,secondary,no,818,yes,yes,301,3,,0,unknown,0
40,services,married,secondary,no,9374,yes,no,7,8,185,1,failure,0
37,technician,married,unknown,no,47,no,no,374,3,,0,unknown,0
69,retired,married,primary,no,279,no,no,26,1,,0,unknown,0
52,unemployed,married,primary,no,20,yes,no,172,1,,0,unknown,0
31,admin.,divorced,secondary,no,360,no,no,332,1,297,2,other,0
28,technician,single,secondary,no,1532,no,no,253,1,107,5,failure,0
29,management,single,tertiary,no,1673,no,no,200,2,159,3,other,0
46,services,married,secondary,no,2420,no,no,405,2,,0,unknown,0
28,blue-collar,married,secondary,no,100,yes,yes,132,2,,0,unknown,0
41,admin.,married,secondary,no,0,no,no,89,1,,0,unknown,0
42,technician,divorced,secondary,no,1533,no,yes,86,1,,0,unknown,0
34,admin.,single,secondary,no,296,no,no,147,4,,0,unknown,0
28,blue-collar,married,secondary,no,2788,yes,no,369,2,,0,unknown,1
43,management,single,secondary,no,109,yes,no,64,3,,0,unknown,0
32,technician,married,secondary,no,485,no,no,98,14,,0,unknown,0
33,technician,single,tertiary,no,125,no,no,66,2,,0,unknown,0
70,retired,married,secondary,no,616,no,no,149,2,182,1,failure,0
36,services,married,secondary,no,3064,yes,no,240,3,107,4,failure,0
53,technician,married,secondary,no,206,no,no,87,6,,0,unknown,0
30,blue-collar,single,secondary,no,6900,no,no,816,1,,0,unknown,0
45,services,divorced,secondary,no,-179,no,no,155,2,,0,unknown,0
31,services,single,secondary,no,481,yes,no,106,2,183,2,failure,0
28,admin.,married,secondary,no,12,yes,no,73,3,256,3,other,0
45,blue-collar,married,primary,no,0,no,no,574,5,,0,unknown,0
51,management,married,tertiary,no,176,yes,yes,8,1,687,2,failure,0
53,management,married,primary,no,4086,no,no,14,3,,0,unknown,0
40,technician,married,secondary,no,257,yes,no,731,4,,0,unknown,0
53,blue-collar,married,primary,no,53,yes,no,208,1,140,1,failure,0
31,blue-collar,divorced,secondary,no,6,yes,no,821,1,,0,unknown,0
30,management,married,tertiary,no,562,no,no,137,4,,0,unknown,0
53,entrepreneur,married,secondary,no,-118,yes,no,101,3,,0,unknown,0
40,blue-collar,married,primary,no,2805,yes,no,173,6,353,23,failure,0
26,management,single,secondary,no,565,yes,no,582,11,,0,unknown,0
47,blue-collar,married,secondary,no,0,yes,no,676,1,,0,unknown,0
51,management,married,tertiary,no,1612,no,no,384,1,182,5,failure,0
45,unemployed,married,primary,no,180,yes,yes,62,2,,0,unknown,0
35,management,married,tertiary,no,0,yes,no,295,3,,0,unknown,0
36,management,single,tertiary,no,876,yes,no,241,2,,0,unknown,0
57,admin.,married,secondary,no,2137,no,no,132,7,,0,unknown,0
42,blue-collar,married,primary,no,260,yes,no,175,2,,0,unknown,0
32,blue-collar,married,secondary,yes,-53,yes,no,648,1,272,1,other,1
30,management,married,tertiary,no,944,no,no,251,2,,0,unknown,1
36,technician,married,secondary,no,2394,no,no,184,2,,0,unknown,0
43,technician,married,secondary,no,297,yes,no,119,3,,0,unknown,0
69,retired,single,tertiary,no,2144,no,no,417,1,184,4,success,1
31,technician,single,tertiary,no,969,no,no,95,1,,0,unknown,0
35,technician,married,secondary,no,0,no,no,125,2,,0,unknown,0
26,entrepreneur,married,tertiary,no,37,yes,yes,207,1,363,2,failure,0
46,technician,married,secondary,no,410,no,yes,162,5,,0,unknown,0
30,technician,married,secondary,no,1211,yes,no,176,1,,0,unknown,0
33,management,single,tertiary,no,71,no,no,107,6,,0,unknown,0
34,management,married,tertiary,no,436,yes,no,28,1,345,1,failure,0
48,blue-collar,married,primary,no,559,yes,no,1231,2,,0,unknown,0
31,management,married,tertiary,no,1170,no,no,200,4,,0,unknown,0
46,management,divorced,tertiary,no,25,no,no,103,2,,0,unknown,0
40,services,married,secondary,no,1325,no,no,150,2,,0,unknown,0
39,entrepreneur,married,secondary,no,0,no,no,108,7,,0,unknown,0
33,technician,single,secondary,no,647,yes,yes,124,1,273,1,other,0
50,blue-collar,married,primary,no,2142,yes,no,309,2,224,1,other,0
84,retired,divorced,primary,no,639,no,no,353,3,,0,unknown,1
40,blue-collar,married,primary,no,177,yes,yes,742,4,,0,unknown,0
55,management,married,tertiary,no,236,no,no,200,1,,0,unknown,0
40,services,divorced,secondary,no,1959,yes,no,177,1,,0,unknown,0
46,admin.,married,primary,no,96,no,no,151,2,,0,unknown,0
43,self-employed,single,tertiary,no,0,no,no,147,1,,0,unknown,0
34,blue-collar,married,secondary,no,250,yes,no,193,6,,0,unknown,0
35,technician,single,secondary,no,126,no,no,112,2,,0,unknown,0
57,retired,married,unknown,no,1621,yes,no,108,1,,0,unknown,0
25,student,single,secondary,no,8,no,no,107,2,,0,unknown,1
32,self-employed,married,tertiary,no,189,yes,no,106,2,,0,unknown,0
52,retired,single,secondary,no,316,no,no,463,3,,0,unknown,0
31,self-employed,single,tertiary,yes,-282,yes,no,131,3,,0,unknown,0
34,management,married,tertiary,no,-308,yes,no,140,2,,0,unknown,0
42,technician,divorced,secondary,no,248,no,no,163,4,,0,unknown,0
47,blue-collar,divorced,primary,no,126,yes,no,2456,2,,0,unknown,1
50,self-employed,divorced,tertiary,no,13,yes,no,76,1,,0,unknown,1
30,technician,married,secondary,no,-393,yes,yes,435,1,,0,unknown,1
33,services,single,secondary,no,358,yes,no,302,1,356,3,failure,0
56,technician,single,tertiary,no,917,no,no,306,1,,0,unknown,0
34,admin.,divorced,secondary,no,1268,yes,no,259,3,,0,unknown,0
33,technician,married,secondary,no,-163,yes,yes,502,2,,0,unknown,0
32,management,single,tertiary,no,473,yes,no,72,2,361,1,other,0
34,management,married,tertiary,no,4831,yes,no,265,1,,0,unknown,0
37,technician,married,secondary,no,1063,yes,no,413,2,,0,unknown,0
30,management,married,secondary,no,0,yes,no,756,3,,0,unknown,0
29,blue-collar,married,secondary,no,424,yes,yes,241,2,,0,unknown,0
56,unemployed,divorced,primary,no,802,no,no,258,2,,0,unknown,0
31,management,married,tertiary,no,430,yes,no,137,16,,0,unknown,0
59,unknown,married,unknown,no,3940,no,no,48,2,,0,unknown,0
36,housemaid,married,secondary,no,2880,no,no,283,1,,0,unknown,0
51,blue-collar,divorced,secondary,no,1069,yes,no,247,2,,0,unknown,0
54,self-employed,divorced,primary,no,4382,yes,no,193,4,,0,unknown,0
37,management,married,tertiary,no,0,no,no,129,4,107,2,failure,0
32,technician,married,tertiary,no,3939,no,no,209,2,,0,unknown,0
42,self-employed,married,tertiary,no,753,no,no,31,1,,0,unknown,0
29,blue-collar,married,secondary,no,358,no,no,88,5,,0,unknown,0
52,blue-collar,married,primary,no,1141,yes,no,22,5,,0,unknown,0
40,technician,married,secondary,no,1259,no,no,234,5,,0,unknown,0
30,services,married,secondary,no,227,no,yes,23,1,,0,unknown,0
55,entrepreneur,divorced,secondary,no,538,yes,no,353,2,,0,unknown,1
49,management,married,tertiary,no,92,yes,no,221,2,,0,unknown,0
33,technician,married,tertiary,no,8023,no,no,196,1,87,4,failure,0
32,services,single,secondary,no,2478,no,yes,395,1,,0,unknown,0
21,student,single,secondary,no,6844,no,no,126,3,127,7,other,0
42,technician,married,secondary,no,440,yes,no,13,5,,0,unknown,0
56,self-employed,married,secondary,no,800,no,yes,170,1,,0,unknown,0
39,unknown,single,secondary,no,914,no,no,20,1,,0,unknown,0
30,entrepreneur,single,secondary,no,638,no,no,358,6,,0,unknown,0
55,retired,married,secondary,no,159,no,no,159,1,,0,unknown,0
43,blue-collar,married,primary,no,483,yes,no,225,3,,0,unknown,0
53,unemployed,married,secondary,no,94,no,no,493,1,181,14,success,1
57,retired,married,secondary,no,1044,no,no,585,1,192,2,success,1
39,self-employed,single,unknown,no,0,no,no,13,11,,0,unknown,0
56,technician,divorced,tertiary,no,401,yes,no,26,1,,0,unknown,0
29,services,single,unknown,no,33,no,no,161,1,,0,unknown,0
38,blue-collar,married,primary,no,506,yes,yes,122,1,,0,unknown,0
59,management,married,tertiary,no,1881,no,no,456,2,,0,unknown,0
42,technician,single,unknown,no,344,yes,no,26,7,,0,unknown,0
46,blue-collar,married,primary,no,0,yes,no,51,9,,0,unknown,0
31,admin.,married,secondary,no,3,yes,no,37,12,,0,unknown,0
35,services,divorced,secondary,no,221,yes,no,150,1,360,1,failure,0
50,self-employed,married,secondary,no,36,no,no,104,10,,0,unknown,0
42,blue-collar,married,primary,no,969,yes,no,721,1,,0,unknown,0
36,services,single,secondary,no,760,no,no,9,13,,0,unknown,0
